,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
5891, on 05/14/02 00:00 AM (PDT),VERHOFF ,2001 BMW 3 Series Convertible 330Ci Rwd 2dr Convertible (3.0L 6cyl 5M),The Best BMW Convertible Yet......," I ordered my 330CI 3 months before it went into production to replace my 1997 328 convertible.  My new ride made my '97 feel like a go-cart.  Huge improvement and they both had the maximum options except for the hard top, which would be a waste of money. This time around I got the Automatic Steptronic.  It is the best of both worlds and worth the extra cash, although my wife wants and can drive it more often now.",5
5892, on 03/29/02 00:00 AM (PST),PokahPlayah ,2001 BMW 3 Series Convertible 330Ci Rwd 2dr Convertible (3.0L 6cyl 5M),Nothing beats the Cote d'Azur in 330CiC!," This car is amazing to drive.  Overpowering engine with an easy cluch.  I picked it up a year ago through european delivery, and it is worth the time to drive around the sourth of france if you can afford it.  It's been very reliable over the alps and through normal rush hour commuting.  I'd definitely recommend this over the 328 cabrios because of the real rear window and the trunk space which justify the markup.  Note: Wind deflector is required and heated seats should have been standard.",4.875
5893, on 10/27/15 23:07 PM (PDT),Baryalai Arsala ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),It's a beast with feminan figure," If you know how to fix it, buy it; mechanics charge a lot.",4
5894, on 09/01/15 11:48 AM (PDT),Colin ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),This car is like a needy but beautiful girlfriend," Seriously. This car needs attention. Do not buy it if you are not willing to give it attention. I'm not sure if I can make that any clearer.I purchased this car as a graduation present to myself with money that I had saved up working throughout high school when I graduated in 2011. My dad and I are both car nerds. I wanted something that was sporty and had a manual transmission and wasn't your typical Mustang etc. I settled on this car after finding a 2001 Sedan with the manual with ~63k on it.I will admit that the first ~20k miles were somewhat rough. We probably spent an additional $2-3k catching up on some maintenance that the previous owner had neglected to do, and the dreaded Check Engine light did come on more than I would have liked. Honestly, the vast majority of those repairs were things like oxygen sensors where we could've just fixed it ourselves and have been done with it. This car really isn't terribly hard to work on. I am no mechanic, but I've fixed quite a few things on this car, and it's saved me a ton of money. If you don't feel comfortable fixing it yourself find a good independent shop in your area. The dealer will screw you out the butt when it comes to repair costs. I will say that the car has never left me stranded, and that's not something you can say about a 2001 Mercedes. Trust me.Like I said earlier. The car needs attention. Make sure to change its fluids and keep a watch out for weird noises, smells, and drivetrain peculiarities (read driveability issues). Doing this will eliminate over half of the possible repair scenarios people have described in these reviews. I'm quite positive that the majority of those leaving negative reviews bought an older BMW expecting it to be just as great on maintenance as a Honda. It is not a Honda; however, if you take care of this car, it will take care of you. Over the last 40k miles or so the only money I have put into this car is consumables (oil, tires, spark plugs, etc), an ignition coil ($75), power steering hoses (~$250), and a dirty injector. I would also like to point out that I would get the manual if I were looking to purchase another one of these, as there are a lot of complaints related to the automatic. The stick is way more fun, it makes the car quicker to 60 (by a full second!), and it's pretty bulletproof. Nuff said.Now to the part about this girlfriend being beautiful, and I'm not just talking about this car's good looks. This car is THE BEST car when it comes to driving. Not even a modern BMW rivals the steering feel and handling these old E46's have. With the manual transmission this car is sublime. The 330i is comfortable, it's powerful, it handles, and it's relatively quiet. It's not a drag car, but it is amazingly well balanced and fun to drive. Relatively good gas mileage too.In short, this car is so much fun. Sure, the interior plastics do have a tendency to be brittle after 15 years of sitting in the sun. Sure, parts are more expensive than parts for a Civic. And sure, there are cheaper cars to buy. What there aren't are better driving cars. I've had mine for four years and 60k miles, and the only car I would dream of getting rid of it for is an M3.",4
5895, on 08/31/15 14:35 PM (PDT),Joe ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),German Junk," What a piece of junk! I couldn't get to town and back (10 miles) without having to work on it. Water kept disappearing from the radiator, Leaked oil, head lamps kept going out. Replaced the whole cooing system and sold it. New owner didn't even make it home and had cooling problems. He tells me the head gasket is blown although it had no water in oil or oil in water? Ran smooth and engine made good power. The car is over engineered. Why use a complemented cooing system with the crazy O rings when a hose and clamp work fine? Easy to see why Germany lost WW2. I will never own another.",2
5896, on 05/02/10 05:37 AM (PDT),ARP ,2001 BMW 3 Series Wagon 325xi AWD 4dr Sport Wagon (2.5L 6cyl 5M),2001 Xi Wagon," I just passed 245,000 miles and am still using the original clutch, AC compressor, starter, window motors, engine computers and most other parts. With proper maintenance it has been a great car. I average about $300 per month in maintenance but keep it in perfect condition which is far cheaper than buying another new car. At 150,000 the entire suspension was replaced, new brakes and tires. It was like a new car. Still uses no oil, changed every 10K.",4.25
5897, on 12/03/08 21:09 PM (PST),Stickwithpre1991BMW ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),Cheap Materials," My biggest complaint after wrapping up my 2 year-22k mile experience with this car is the CHEAP plastic, dye, wood, leather, and moleskin used on the interior. I take very good care of my cars with weekly cleaning, detailing. The interior on this car was literally falling apart. The dye was lifting off the plastic console pieces, arm rests on doors and other areas. The moleskin material on the windshield frame was wrinkling up. The sunroof slide was falling apart from Florida heat I think. I have owned 13 BMWs and I will certainly stick with the 1988-older 5 Series, 1991-older 3 series cars for build quality and enjoyment of owning. Not to mention they hold their value better vs. new models",3.25
5898, on 06/23/07 11:42 AM (PDT),BimmerDrvr ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),2001 BMW 325i Sport Wagon," My E46 wagon has 108k miles and is an automatic. I have owned Audi A4 and S4 wagons prior to this. The BMW has better interior leg room and cargo room than the audi. I just made a 1600 mile trip in the BMW and averaged 31.7 MPG at average 71.3 MPH. So far the BMW has only needed basic maintenance with the exception of window motor problems (warrantied) and the rear seatbelt stuck and won't work (out of warranty). The AC evaporator also needs replacement due to a leak, but has worked flawlessly since refilling with a leak stopper. Overall the BMW is a great touring car and safe family cruiser.",3.75
5899, on 08/11/06 12:36 PM (PDT),Cessna67304 ,2001 BMW 3 Series Wagon 325xi AWD 4dr Sport Wagon (2.5L 6cyl 5M),My second 325xi wagon!," This is my second 325xi wagon.  I love them.  Versatile, fun, looks great.  I'll drive them until they die.",4.875
5900, on 05/31/06 15:54 PM (PDT),MotoMook ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),Worth Every Dime," Having put 6-figures on both Hondas and Acuras, I was a ""reluctant adopter"" of the blue propeller. After my first 160,000 miles I cannot say enough about the fabled BMW experience.  Not a rattle, timeless looks (IMHO) and the standard suspension splits the difference between firm and comfy brilliantly. The 6- banger is the smoothest ever and the ""mere"" 175 hp feels like a lot more. Durable? I hit a cow at 60 mph and drove my car home UNINJURED without ANY leaky fluids ($8000 damage).  I swear by the 3 platform...",4.875
5901, on 04/05/06 13:54 PM (PDT),Sporty Furry Fun ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),Sporty Fun for your four legged kids," This is a SPORTS WAGON at its best. It drives like a small sports car, yet has the capacity of most larger SUVs. We load our dogs and bikes for weekend camping/hikes and golfing trips. The built in pet screen is great for safety and keeping the furry snouts in the back of the car. We love this car, plan to keep it for years. ",5
5902, on 03/21/06 05:20 AM (PST),boombatz ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),Fun family hauler," Sport / Premium package a must have!  Corners on like it's reading your mind first. Immediate response from the wheel with minimal body roll & incredible balance for a wagon.  For extra fun, switch off DSC & find the twistiest road around.  Excellent build quality & reliability, no major problems.  I use it more than my Trailblazer for family trips.  Cargo area is cavernous, easily fitting a double stroller & weekend luggage for wife 2 kids & I.",5
5903, on 01/16/06 18:21 PM (PST),MYBIRD67 ,2001 BMW 3 Series Wagon 325xi AWD 4dr Sport Wagon (2.5L 6cyl 5M),AWD BMW Wagon is hard to beat," I was looking for a small SUV when I found this jewel. I was sold by the combination of the AWD and manual transmission. It handles like you would expect a BMW 3 series would, with the amazing bonus of all-weather traction plus 30 mpg highway. This car takes me and my ski-racing kids to ski areas all winter long and has not let us down. Once the vehicle went out of warranty I turned its service over to an independent BMW mechanic. So long as you stay current on recommended maintenance. Only issue has been a water pump failure requiring a tow - $380 later back on the road with no problems.  The sport package is worth it for the bolstered seats.  My favorite winter driver ever.  ",4.875
5904, on 07/06/05 16:07 PM (PDT),Tyree ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),Wünderbar! ," Wonderful car!  Plan on driving the car for years to come and then upgrade to the newer E60 530xi wagon.  The exterior and interior design are flawless. The last of the great 3 series. Plenty of room, great gas mileage, comfortable.  Great on road trips.  Maintenance is affordable when DIY.  This is my 3rd BMW and currently own 2.  Will continue to buy only BMW's. ",5
5905, on 04/29/05 10:24 AM (PDT),OhioBoy ,2001 BMW 3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),Great car if you can afford it," Car is fun to drive, comfortable, and good looking. I can't say enough good about this car. Little thoughtful features on the car make it fantastic to own, like the passenger rearview mirror folds down in reverse for parallel parking, there's a flashlight in the glove box charged off the car and the car comes from the factory already set up for a roof rack (my ""official"" BMW rack doesn't touch the paint). Big things that are nice are traction control (saved my behind in the snowy/crap weather here) & heated seats. Had to have one window motor replaced (under warranty thankfully). Maintenance is very pricey too ($800 for brakes, $100 oil change), as is the premium fuel.",4.875
